gene,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228
COX20,0.609884143,0.569720328,0.164636582,0.0,0.195451587,0.185709611,0.103661872,0.123025686,0.256524593,0.065248244,0.0,0.153412014,0.0,0.152956054,0.090302154,0.226437241,0.003052231,0.012655502,0.142779946,0.174419522,0.162613377,0.174719855,0.143054351,0.11951033,0.288901359,0.0,0.717460871,0.196150571,0.112229787,0.0,0.0,0.076191582,0.199599028,0.27625975,0.215457037,0.159943074,0.088800445,0.11181204,0.089302838,0.132281661,0.185941696,0.12267074,0.08303117,0.182083681,0.173059791,0.163399726,0.175978556,0.205032468,0.151721925,0.137096673,0.207863867,0.0,0.0,0.325212628,0.218932807,0.254842699,0.235932112,0.17059426,0.0,0.184322581,0.21154578,0.127930805,0.325788736,0.238722563,0.241559416,0.080314443,0.50910604,0.183484361,0.078837313,0.0,0.260602415,0.175913036,0.141461179,0.150345817,0.0,0.084521949,0.050386816,0.202392206,0.211080253,0.291932076,0.079304203,0.107492588,0.0,0.0,0.0,0.107399754,0.0,0.302198291,0.183255002,0.0,0.0,0.0,0.0,0.271315038,0.210433155,0.284767598,0.0,0.091394305,0.099833891,0.116965622,0.243167609,0.288562804,0.202125996,0.0,0.0,0.0,0.0,0.0,0.13779974,0.0,0.440027565,0.256598324,0.137189507,0.17272532,0.185104832,0.180841357,0.0,0.0,0.220566943,0.074326731,0.130389512,0.128183365,0.082663931,0.155145809,0.14350076,0.136718512,0.0,0.0,0.158414066,0.13802363,0.060065992,0.215814725,0.139795646,0.188123271,0.190254316,0.0,0.123601794,0.159932151,0.0,0.18278265,0.0,0.0,0.173663199,0.124423638,0.148531482,0.235642701,0.0,0.0,0.16912806,0.173784703,0.136003152,0.0,0.0,0.091065295,0.116390876,0.0,0.097136281,0.0,0.0,0.103485763,0.551508725,0.147790179,0.0,0.069087148,0.0,0.088816829,0.0,0.175194949,0.0,0.378220111,0.4160631,0.609119654,0.249447465,0.132584721,0.0,0.11419566,0.120855041,0.163757414,0.331932068,0.122203842,0.0,0.19407548,0.0,0.311620802,0.186423615,0.760436952,0.273829699,0.155788809,0.152270719,0.0,0.162506893,0.0,0.0,0.0,0.271740973,0.142026365,0.0,0.0,0.179006547,0.219476148,0.294416726,0.068461895,0.188986063,0.169608593,0.148429081,0.0,0.416833043,0.488191366,0.372209191,0.213396966,0.0,0.219497994,0.37340644,0.357897937,0.187863886,0.0,0.446007103,0.034528803,0.205130771,0.631399512,0.255620837,0.0,0.156639323,0.158031806,0.0,1.0,0.67422539,0.424778432
NUP188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37503469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132021651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137442172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0827531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055469874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802925766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276949286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP1BP3,0.023372643,0.0,0.0,0.041936453,0.052558258,0.018623635,0.045465618,0.027959738,0.067864589,0.111313693,0.212043181,0.037649859,0.098834001,0.04435315,0.036548708,0.022311285,0.306549966,0.0,0.05018444,0.057781003,0.059242684,0.08165469,0.030499244,0.415196747,0.089023128,0.17177403,0.047979396,0.052684497,0.054342739,0.023970215,0.010643214,0.040914886,0.046789743,0.064631805,0.208955839,0.052160338,0.013403292,0.034230459,0.062484387,0.085846603,0.053728703,0.075956836,0.070676118,0.093983449,0.0,0.033066191,0.078272335,0.06007009,0.089366168,0.05403538,0.099588677,0.0,0.097214863,0.067670427,0.052218653,0.073943205,0.064829394,0.063584849,0.043353882,0.071610555,0.056906946,0.058743224,0.01919239,0.04105759,0.140286624,0.083198354,0.279347092,0.067179538,0.0,0.265261978,0.080845118,0.022563761,0.057015687,0.071842104,0.068283431,0.027843449,0.055192787,0.04435521,0.017947851,0.099218197,0.041698728,0.099262796,0.059947971,0.09333168,0.0,0.170199484,0.0,0.079010554,0.066997044,0.0,0.0,0.0,0.04998548,0.06429974,0.048970774,0.062178399,0.060201816,0.995849192,0.91996932,1.0,0.025873385,0.037211798,0.033410601,0.020615309,0.0,0.0,0.145816386,0.132033154,0.181636348,0.0,0.053540032,0.056497015,0.478644937,0.047736872,0.043882161,0.073366903,0.0,0.0,0.057801586,0.075281054,0.793151915,0.153071627,0.146711722,0.031106077,0.053866606,0.041107673,0.0,0.103794314,0.068962306,0.076495409,0.0,0.08085198,0.080872566,0.070135497,0.050824206,0.0,0.064876728,0.044457775,0.023690296,0.038698867,0.086498372,0.058197107,0.071047969,0.048269607,0.047316648,0.015698211,0.124863669,0.059393622,0.086134754,0.049892172,0.063692562,0.0,0.0,0.042240381,0.044459835,0.0,0.050514445,0.0,0.013543251,0.084031932,0.277453542,0.104103051,0.331701458,0.0,0.344071388,0.317036629,0.045639198,0.025963262,0.158488184,0.080494538,0.070546448,0.048203744,0.074197054,0.031416181,0.0,0.277295738,0.307266921,0.444015324,0.020190628,0.04110733,0.165650815,0.08042936,0.035875667,0.021741157,0.000598463,0.030968519,0.206184104,0.11511112,0.078162566,0.062939256,0.033348169,0.0,0.02204749,0.043087684,0.000114574,0.0671051,0.063356735,0.035675336,0.043809779,0.043633457,0.05926121,0.085956372,0.048634943,0.104885176,0.110733964,0.17546168,0.055861365,0.069490582,0.05813982,0.133569956,0.0,0.03719499,0.025557104,0.026343003,0.059099983,0.040342014,0.070696704,0.066596031,0.055776637,0.046977729,0.122860335,0.05172468,0.07307189,0.106994852,0.069675826,0.017542381,0.095901027,0.108610563
VARS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.171398997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484337,0.0,0.001068492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019865,0.0,0.0,0.0,0.0,0.001410244,0.005400021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02410244,0.0,0.0,0.0,0.0,0.0,0.0,0.015487649,0.003047764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001272795,0.0,0.008881816,0.0,0.002496934,0.0,0.0,0.0,0.0,0.0,0.0,0.022361413,0.0,0.0,0.0,0.001605384,0.007275464,0.001619193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006447605,0.0,0.002517455,0.0,0.001429087,0.0,0.008850261,0.0,0.0,0.0,0.004998385,0.0,0.0,0.009024169,0.0,0.008388676,0.0,0.001412309,0.0,0.000668017,0.0,0.0,0.0,0.002595536,0.0,0.0,0.0,0.0,0.006647004,0.0,0.0,0.0,0.003482311,0.0,0.004301458,0.0,0.0,0.0,0.0,0.004320172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005796624,0.0,0.002085747,0.001099854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006754898,0.02103751,0.0,0.0,0.0,0.0,0.007638834,0.0,0.0,0.0,0.0,0.0,0.004893459,0.0,0.012258814,0.0,0.017482925,0.006706953,0.013173594,0.029464904,0.0,0.0,0.005387631,0.00836067,0.01458229,0.003645185,0.0,0.0,0.0,0.00707058,0.005534825,0.0,0.008806315,0.0,0.0,0.007276561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002393298,0.005839214,0.002201127,0.0,0.0,0.0,0.00392899,0.003290914,0.0,0.003113843,0.007640641,0.0,0.001658944,0.0,0.002191577,0.0,0.0,0.0,0.0,0.001176516,0.0,0.00331892,0.0,0.003567104,0.0,0.0,0.004142649,0.0,0.0,0.002010118,0.008726427
NOL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529485881,0.0,0.144460395,0.242334232,0.0,0.0,0.0,0.0,0.0,0.0,0.353676498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090384677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0934764,0.0,0.0,0.0,0.028300611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200272888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321231812,0.335919321,0.300977737,0.0,0.0,0.0,0.0,0.514394462,0.0,0.0,0.517919481,0.524271846,0.0,1.0,0.0,0.323297232,0.0,0.0,0.432401508,0.0,0.0,0.233440951,0.0,0.235511884,0.0,0.141658753,0.0,0.0,0.0,0.0,0.0,0.0,0.210667968,0.0,0.044776317,0.0,0.0,0.236180156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281843603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043538895,0.0,0.0,0.0,0.083632104,0.0,0.107407495,0.562532783,0.251539618,0.03949983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291750312,0.0,0.0,0.0,0.0,0.0,0.203456417,0.0,0.042562176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117501482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174107105,0.0,0.15841718,0.144632965,0.187913358
RARS2,0.0,0.0,0.018427985,0.0,0.0,0.01011747,0.0,0.031624686,0.020962402,0.0,0.0,0.056790207,0.0,0.090789527,0.0,0.012225263,0.0,0.0,0.008674946,0.027645078,0.0152303,0.0,0.0,0.0,0.008661614,0.0,0.0,0.021271706,0.006107865,0.0,0.0,0.0,0.029728873,0.038563337,0.048177723,0.03231062,0.0,0.0,0.0,0.0,0.009930155,0.015614929,0.0,0.0,0.0,0.021894976,0.014682354,0.0,0.01605022,0.016850807,0.011503334,0.0,0.0,0.017358091,0.0,0.0,0.0,0.022689566,0.0,0.0,0.009252222,0.0,0.083150283,0.0,0.019000595,0.0,0.0,0.068318404,0.095495731,0.0,0.011901962,0.040901106,0.030300817,0.0,0.0,0.0,0.0,0.03988054,0.0,0.0,0.012124606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011760642,0.0,0.0,0.02615989,0.006867124,0.010886061,0.011138037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007679377,0.0,0.0,0.0,0.0,0.010755408,0.027935715,0.009676181,0.0,0.0,0.0,0.021878645,0.0,0.0,0.0,0.0,0.0,0.012837202,0.0091389,0.0,0.0,0.021287037,0.017117448,0.0,0.0,0.045946609,0.018711291,0.017646063,0.0,0.003246147,0.164642259,0.0,0.0,0.016652159,0.01758007,0.006029873,0.0,0.006403836,0.050745469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318733752,0.0,0.0,0.0,0.027500093,0.0,0.0,0.0,0.0,0.0,0.004489025,0.0,0.0,0.050764803,0.084306829,0.138931453,0.0,0.070104897,0.007049106,1.0,0.013324488,0.024146756,0.025243647,0.0,0.0,0.0,0.01607555,0.0,0.033586495,0.427823007,0.0,0.0,0.016005557,0.0,0.0,0.0,0.0,0.0,0.0,0.009635518,0.036942828,0.0,0.028071703,0.0,0.078730717,0.113227315,0.0,0.035851602,0.038971964,0.0,0.031688012,0.037181806,0.115853727,0.031948987,0.033221863,0.0,0.0,0.024854686,0.023423826,0.0,0.0,0.0,0.0,0.084156848,0.142944396,0.0,0.0,0.0,0.0,0.0,0.044572745,0.104587503,0.126972631
AXDND1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481152475,0.0,0.0,0.0,0.0,0.826830745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567827106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825210094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465186089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893397331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924369752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192436978,0.0
CHCHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131747574,0.0,0.117253691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619509876,0.0,0.257265836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53984046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128933966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07316079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510994613,1.0,0.0,0.0,0.0,0.0,0.0,0.246093795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39964056,0.0,0.0,0.0,0.0,0.0,0.0,0.433202446,0.0,0.0,0.0,0.0,0.0,0.0,0.16826272,0.0,0.0,0.0,0.0,0.0,0.0,0.592610002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062281795,0.380135298
ZC3H13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361310065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352026463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239958614,0.0,0.0,0.0
MRPL2,0.0,0.0,0.0,0.230880648,0.0,0.0,0.0,0.0,0.072181277,0.0,0.0,0.0,0.057030771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085031055,0.159913287,0.0,0.0,0.067724362,0.0,0.0,0.073563524,0.0,0.0,0.022646258,0.019857673,0.073536426,0.0,0.0,0.0,0.0,0.0,0.098053984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086943313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102313653,0.0,0.0,0.140808761,0.0,0.0,0.070341296,0.0,0.0,0.0,0.0,0.028163198,0.0,0.0,0.112880759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110296957,0.0,0.0,0.052338962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487206101,1.0,0.575026929,0.138465881,0.0,0.0,0.0,0.0,0.0,0.0,0.780888319,0.213953406,0.0,0.0,0.0,0.130214557,0.099731348,0.0,0.16385825,0.0,0.0,0.0,0.0,0.214905009,0.0,0.202933073,0.034454077,0.0,0.0,0.0,0.0,0.136321738,0.0,0.0,0.130624115,0.0,0.0,0.0,0.0,0.071082108,0.108456969,0.0,0.0,0.0,0.0,0.0,0.0,0.095275939,0.007693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090051107,0.0,0.0,0.0,0.0,0.522808731,0.249744251,0.0,0.0,0.0,0.048400011,0.076644219,0.153628424,0.0,0.0,0.0,0.0,0.165013134,0.0,0.0,0.054605063,0.0,0.0,0.0,0.0,0.0,0.081820868,0.0,0.189949289,0.175042704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124914438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03311399,0.0,0.0,0.0,0.06692633,0.0,0.033153139,0.065848239,0.0,0.0,0.0,0.0,0.0,0.358264178,0.069483034,0.052227542
KPRP,0.094827741,0.0,0.04768296,0.0,0.0,0.071879484,0.036890976,0.0,0.010190242,0.093942896,0.0,0.02323949,0.0,0.0,0.011678231,0.02472432,0.061852716,0.059297491,0.099026255,0.007143295,0.0,0.005034107,0.014503424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099649258,0.0,0.0196229,0.0,0.0,0.153155476,0.0,0.025350032,0.0,0.047564227,0.0,0.0,0.012822213,0.025489081,0.0,0.0,0.0,0.021549702,0.0,0.0,0.0,0.0,0.004532543,0.09284135,0.006588821,0.0,0.041155402,0.03231144,0.0,0.0,0.055029456,0.035888299,0.00917989,0.0,0.0,0.0,0.063104145,0.0,0.201758891,0.0,0.0,0.0,0.073689811,0.002016866,0.072752148,0.0,0.011839851,0.015422582,0.008680583,0.120497361,0.0,0.0,0.0,0.0,0.017944397,0.0,0.254840732,0.0,0.0,0.081022762,0.034589469,0.035622396,0.0069926,0.0,0.040224507,0.0,0.012403265,0.0,0.01166559,0.039969888,0.0,0.0,0.0,0.0,0.0,0.009253928,0.0,0.004359546,0.0,0.009186481,0.0,0.0,0.0,0.0,0.115675844,0.036455777,0.0,0.0,0.0,0.0,0.047110971,0.0,0.0,0.0,0.0,0.0,0.048561037,0.0,0.0,0.0,0.071616739,0.161577776,0.071518324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030466801,0.019207563,0.0,0.0,0.071698904,0.031992711,0.0,0.0,0.0,0.0,0.000565987,0.0,0.0,0.0,0.0,0.014586491,0.0,0.0,0.0,0.0,0.0,0.017839661,0.0,0.01272199,0.0,0.0,0.017972389,0.0,0.0,0.020767786,0.0,0.0,0.0,0.021820122,0.0,0.0,0.0,0.0,0.0,0.0,0.038964592,0.0,0.0,0.0934323,0.020486079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021882875,0.0,0.02959008,0.011306234,0.0,0.0,0.029423041,0.0,0.0,0.0,0.008795252,0.011893122,0.011423611,0.015755754,0.008032026,0.010962226,0.17428799,0.0,0.0,0.0,0.0,0.0,0.056470491,0.032881171,0.022472471,0.0,0.0,0.001095631,0.0,0.009968127,0.012841173,0.0
